municipality,county,number_taxpayers,tax_type,year,quarter,general_merchandise,food,drinking_and_eating_places,apparel,furniture_and_hh_and_radio,lumber_bldg_hardware,automotive_and_filling_stations,drugs_and_misc_retail,agriculture_and_all_others,manufacturers,total
Chicago,Cook County,27842,CHMR,2006,3,2819191.00,2240620.42,9175471.20,2741966.98,1865906.83,1878452.74,2147344.75,4429731.98,4166251.49,874053.59,32338990.98
Chicago,Cook County,27842,MPEA,2006,3,39076.65,387448.60,7252650.11,62592.35,407.00,39.48,10412.00,136205.70,365000.01,16715.76,8270547.66
Chicago,Cook County,27842,RTA,2006,3,3057304.49,7468150.85,9492131.75,2745827.79,1871171.80,1891368.07,5805550.20,7548569.12,4817289.55,974992.31,45672355.93
Chicago,Cook County,27842,SRTA,2006,3,939772.87,747006.67,3061088.00,914536.17,622809.06,629128.44,1847236.80,1488045.16,1486565.90,291454.17,12027643.24
Chicago,DuPage County,69,ST,2006,3,,,,,,,,31952.77,37864.42,2294.34,82247.04
Chicago,DuPage County,69,MT,2006,3,,,,,,,,6403.76,7631.92,471.27,16566.12
Chicago,DuPage County,69,HMR,2006,3,,,,,,,,7988.12,9110.80,560.48,17778.32
Chicago,DuPage County,69,CST,2006,3,,,,,,,,1597.48,1893.02,114.62,4111.72
Chicago,DuPage County,69,RTA,2006,3,,,,,,,,1600.96,1836.96,117.79,4251.32
Chicago,Cook County,33858,ST,2006,4,25538389.95,14848565.74,59334626.82,21938778.34,14531189.89,11629478.13,30905480.03,32910033.63,26932731.77,5601028.74,244170303.04
Chicago,Cook County,33858,MT,2006,4,5408569.57,8583080.81,12147216.51,4390007.66,2910527.27,2329461.54,6424875.67,9783102.40,5787403.93,1242028.58,59006273.94
Chicago,Cook County,33858,HMR,2006,4,6383542.61,3704691.21,14800864.09,5478526.06,3626345.26,2900302.76,3110048.49,8163990.16,6409489.09,1395941.30,55973741.03
Chicago,Cook County,33858,CHMR,2006,4,3830708.93,2224389.14,8889889.78,3288815.05,2177818.62,1741556.31,1879300.62,4902727.74,3851905.67,838864.05,33625975.91
Chicago,Cook County,33858,MPEA,2006,4,54793.90,379034.99,7476114.24,64475.46,453.00,,8579.00,161586.94,386030.78,9247.87,8540316.18
Chicago,Cook County,33858,RTA,2006,4,4131748.02,7840252.38,9177730.06,3292349.46,2184070.74,1747980.63,4840525.36,8139949.46,4432748.64,962107.84,46749462.59
Chicago,Cook County,33858,SRTA,2006,4,1276873.07,741477.49,2965138.25,1096675.27,726452.34,581457.60,1542384.34,1643841.06,1343671.75,279920.18,12197891.35
Chicago,DuPage County,73,ST,2006,4,,,,,,,,24964.45,8869.85,2769.93,45638.38
Chicago,DuPage County,73,MT,2006,4,,,,,,,,5022.51,1879.77,578.28,9588.71
Chicago,DuPage County,73,HMR,2006,4,,,,,,,,6241.01,1851.75,682.83,9576.72
Chicago,DuPage County,73,CST,2006,4,,,,,,,,1248.00,443.25,138.32,2281.15
Chicago,DuPage County,73,RTA,2006,4,,,,,,,,1255.74,470.03,144.60,2397.44
Chicago,Cook County,29611,ST,2007,1,18724011.22,13517195.24,52669162.98,16792751.18,12111790.74,9648357.88,32651537.25,28271581.15,24540999.65,4428674.77,213356062.06
Chicago,Cook County,29611,MT,2007,1,4056397.27,7926905.41,10787309.63,3360362.09,2425206.09,1932350.61,6761895.99,8740611.44,5270350.25,989026.85,52250415.63
Chicago,Cook County,29611,HMR,2007,1,4678136.01,3368923.47,13137558.62,4194948.46,3023008.38,2400032.84,3015600.67,6977288.63,5751159.72,1106422.42,47653079.22
Chicago,Cook County,29611,CHMR,2007,1,2807627.83,2024687.16,7885879.38,2517034.23,1813821.22,1442820.29,1811391.79,4196619.90,3458809.50,663751.57,28622442.87
Chicago,Cook County,29611,MPEA,2007,1,29307.62,352370.83,5804174.90,51238.00,442.00,,5363.00,138282.37,226307.67,10779.95,6618266.34
Chicago,Cook County,29611,RTA,2007,1,3119367.86,7251880.77,8149897.39,2520221.12,1821876.49,1449934.23,5098039.64,7327048.23,4038546.52,767998.48,41544810.73
Chicago,Cook County,29611,SRTA,2007,1,936128.03,674906.66,2630954.33,839365.62,605264.56,482388.63,1627745.54,1412946.28,1225933.65,221354.26,10656987.56
Chicago,DuPage County,75,ST,2007,1,,,,,,,,23425.74,8140.28,3778.74,42730.22
Chicago,DuPage County,75,MT,2007,1,,,,,,,,4793.66,1724.92,820.05,9661.95
Chicago,DuPage County,75,HMR,2007,1,,,,,,,,5856.37,1793.38,941.14,8728.71
Chicago,DuPage County,75,CST,2007,1,,,,,,,,1171.08,397.02,188.79,2125.97
Chicago,DuPage County,75,RTA,2007,1,,,,,,,,1198.47,431.32,205.06,2419.75
Chicago,Cook County,29293,ST,2007,2,19147020.82,15609130.70,63072622.18,20045717.79,12227632.05,13543146.92,33784153.52,30982987.30,24285995.65,5256328.41,237954735.34
Chicago,Cook County,29293,MT,2007,2,4126694.54,8612958.56,12902628.60,4011486.61,2449883.86,2714879.50,7000904.82,9383120.16,5234426.45,1152510.57,57589493.67
Chicago,Cook County,29293,HMR,2007,2,4782521.81,3885721.43,15734917.20,5007459.10,3048996.02,3368246.14,3370391.39,7666832.78,5690282.38,1311452.01,53866820.26
Chicago,Cook County,29293,CHMR,2007,2,2871555.16,2338038.59,9449467.55,3005038.21,1831693.56,2029158.08,2024442.94,4616549.06,3408808.54,787835.64,32362587.33
Chicago,Cook County,29293,MPEA,2007,2,47302.18,424822.52,7812461.76,61538.00,507.00,,10300.00,226543.72,323252.79,16915.77,8923643.74
Chicago,Cook County,29293,RTA,2007,2,3168937.90,7832283.55,9748100.40,3009069.51,1838398.88,2038274.15,5269723.20,7835383.26,4006231.07,889620.03,45636021.95
Chicago,Cook County,29293,SRTA,2007,2,957318.19,779482.07,3150999.66,1002076.76,611232.94,677108.67,1683742.72,1548162.16,1205801.95,262759.89,11878685.01
Chicago,DuPage County,75,ST,2007,2,,,,,14789.25,,4717.36,20490.08,5862.90,3607.66,49839.30
Chicago,DuPage County,75,MT,2007,2,,,,,2957.81,,943.13,4316.68,1376.88,732.40,11143.13
Chicago,DuPage County,75,HMR,2007,2,,,,,3697.29,,211.24,5122.42,1465.66,898.19,11487.77
Chicago,DuPage County,75,CST,2007,2,,,,,739.43,,235.60,1024.32,292.96,180.29,2491.16
Chicago,DuPage County,75,RTA,2007,2,,,,,739.46,,235.81,1079.19,344.29,183.11,2785.90
Chicago,Cook County,30744,ST,2007,3,18433970.46,15772296.40,65760330.26,19807147.52,12481859.22,12100610.70,33203729.52,31095478.39,27487604.49,5080148.78,241223175.74
Chicago,Cook County,30744,MT,2007,3,4012695.98,8773158.98,13415645.16,3963550.58,2503163.77,2423576.33,6944099.11,9954884.00,5905309.95,1136604.91,59032688.77
Chicago,Cook County,30744,HMR,2007,3,4604428.42,3926873.65,16397819.01,4947917.99,3111899.13,3012130.53,3312782.08,7713515.05,6475477.08,1269377.90,54772220.84
Chicago,Cook County,30744,CHMR,2007,3,2764991.82,2362260.43,9842445.90,2969651.23,1870129.95,1810039.16,1990561.49,4634548.79,3891087.14,761611.35,32897327.26
Chicago,Cook County,30744,MPEA,2007,3,31768.54,420195.11,7788671.95,61444.00,572.26,,11342.00,188772.39,332299.84,17994.82,8853060.91
Chicago,Cook County,30744,RTA,2007,3,3091037.41,7984799.79,10129962.64,2973447.59,1878636.48,1817268.02,5215262.10,8400345.45,4520824.95,882823.63,46894408.06
Chicago,Cook County,30744,SRTA,2007,3,921655.75,787408.98,3282080.58,990126.21,623965.53,605019.92,1654675.39,1553618.74,1373326.19,253948.40,12045825.69
Chicago,DuPage County,86,ST,2007,3,,,,,37604.63,,,51834.55,6609.21,2196.98,111034.91
Chicago,DuPage County,86,MT,2007,3,,,,,7520.90,,,10521.69,1520.31,450.92,23379.85
Chicago,DuPage County,86,HMR,2007,3,,,,,9401.15,,,11913.62,1648.75,537.18,23842.33
Chicago,DuPage County,86,CST,2007,3,,,,,1880.21,,,2591.41,330.26,109.71,5550.79
Chicago,DuPage County,86,RTA,2007,3,,,,,1880.21,,,2630.51,380.14,112.80,5845.25
Chicago,Cook County,25802,ST,2007,4,24157035.95,16602026.54,60171497.86,23194118.02,14244944.43,11006077.07,30129798.64,33854848.06,27997755.69,5477310.83,246835413.09
Chicago,Cook County,25802,MT,2007,4,5177641.51,9605366.88,12258129.36,4641777.14,2857933.84,2204736.10,6269574.13,10284018.41,6033866.84,1205983.34,60539027.55
Chicago,Cook County,25802,HMR,2007,4,6038810.76,4144022.29,15007881.65,5792368.91,3556014.34,2744834.43,3179400.45,8323976.35,6621210.39,1358394.34,56766913.91
Chicago,Cook County,25802,CHMR,2007,4,3623443.90,2487995.70,9007335.39,3475957.61,2134372.98,1649716.98,1909165.46,4997947.70,3980503.33,815360.88,34081799.93
Chicago,Cook County,25802,MPEA,2007,4,42692.66,418971.63,7689985.02,82882.07,348.00,,8403.00,228927.29,326991.73,11093.76,8810295.16
Chicago,Cook County,25802,RTA,2007,4,3969824.82,8774362.15,9249035.84,3480074.83,2145173.58,1654563.06,4731092.58,8590148.58,4631106.37,933555.70,48158937.51
Chicago,Cook County,25802,SRTA,2007,4,1207815.64,829422.73,3004297.03,1159496.38,712048.03,550274.75,1500441.16,1692057.99,1398271.91,272341.68,12326467.30
Chicago,DuPage County,71,ST,2007,4,,,,,,,,345696.53,29528.51,3077.75,423184.48
Chicago,DuPage County,71,MT,2007,4,,,,,,,,69106.80,6109.99,638.30,85202.60
Chicago,DuPage County,71,HMR,2007,4,,,,,,,,86271.51,3573.57,769.39,99949.75
Chicago,DuPage County,71,CST,2007,4,,,,,,,,17254.28,1476.44,153.82,21128.47
Chicago,DuPage County,71,RTA,2007,4,,,,,,,,17276.69,1527.52,159.51,21300.46
Chicago,Cook County,24593,ST,2008,1,16376730.52,14522432.93,54543690.25,16116505.66,12274350.31,8782763.62,28274424.82,28206872.43,24329762.86,4037671.66,207465205.06
Chicago,Cook County,24593,MT,2008,1,3614754.39,8744793.05,11130126.79,3224643.07,2457712.76,1759007.42,5853283.99,8962534.29,5240716.88,913064.47,51900637.11
Chicago,Cook County,24593,HMR,2008,1,4093963.07,3625352.51,13623033.65,4023311.09,3057509.05,2182913.15,3188261.88,7009740.75,5680994.35,1008829.08,47493908.58
Chicago,Cook County,24593,CHMR,2008,1,2456387.54,2176372.70,8177517.30,2415828.24,1838448.05,1314391.63,1913855.21,4210874.47,3416122.39,605130.40,28524927.93
Chicago,Cook County,24593,MPEA,2008,1,20385.30,379811.44,6042073.87,64076.00,,66.00,6173.00,143183.88,240083.84,11902.93,6907756.26
Chicago,Cook County,24593,RTA,2008,1,2795955.12,8018913.81,8402012.52,2418779.33,1844321.74,1319613.41,4472160.28,7551613.91,4027361.41,711168.48,41561900.01
Chicago,Cook County,24593,SRTA,2008,1,818795.69,725499.43,2726650.48,805459.68,613295.71,438882.15,1412227.16,1409535.18,1209334.23,201844.73,10361524.44
Chicago,DuPage County,71,ST,2008,1,,1696.63,,,,,,105493.89,3510.07,2840.68,315434.20
Chicago,DuPage County,71,MT,2008,1,,1012.08,,,,,,21170.41,902.85,578.41,64040.95
Chicago,DuPage County,71,HMR,2008,1,,424.15,,,,,,26373.27,877.47,702.60,41542.10
Chicago,DuPage County,71,CST,2008,1,,84.84,,,,,,5274.69,175.47,141.96,15770.44
Chicago,DuPage County,71,RTA,2008,1,,253.02,,,,,,5292.62,225.70,144.47,30379.39
Chicago,Cook County,22844,ST,2008,2,19134197.09,16074137.40,66973973.56,21106348.18,12566972.09,11793668.97,31152090.62,30176755.40,27639235.89,-377041.93,236240337.27
Chicago,Cook County,22844,MT,2008,2,4174874.81,9111289.23,13612163.53,4221068.06,2516850.79,2363277.53,6550176.93,9333432.69,5994061.04,26843.21,57904037.82
Chicago,Cook County,22844,HMR,2008,2,4782764.85,4019344.33,16707044.68,5269323.87,3135568.81,2956439.89,3551020.29,7562443.14,6498542.91,174328.48,54656821.25
Chicago,Cook County,22844,CHMR,2008,2,2869778.62,2409024.38,10028093.24,3163039.51,1882104.33,1773826.59,2131840.95,4540326.28,3900813.80,-58024.43,32640823.27
Chicago,Cook County,22844,MPEA,2008,2,23959.48,458877.79,8037415.94,73435.00,,60.00,10260.00,197359.49,300673.31,20850.85,9122891.86
Chicago,Cook County,22844,RTA,2008,2,4251090.04,10547979.67,13500718.65,4205874.18,2482062.25,2337709.83,6431019.03,10111843.45,5990222.29,310223.59,60168742.98
Chicago,Cook County,22844,SRTA,2008,2,956603.72,803222.29,3343879.52,1054260.35,628012.89,589580.17,1554859.14,1507826.79,1380941.91,-19234.65,11799952.13
Chicago,DuPage County,70,ST,2008,2,,1516.61,,,,,,107210.67,1668.06,2408.57,659822.41
Chicago,DuPage County,70,MT,2008,2,,1389.53,,,,,,21864.27,485.50,483.94,133622.88
Chicago,DuPage County,70,HMR,2008,2,,379.16,,,,,,26802.74,-133.65,598.54,47125.76
Chicago,DuPage County,70,CST,2008,2,,75.86,,,,,,5360.62,83.37,120.40,32987.96
Chicago,DuPage County,70,RTA,2008,2,,958.38,,,,,,15445.27,616.23,354.21,97412.67
Chicago,Cook County,22732,ST,2008,3,17809861.82,16463894.13,65629459.09,19618540.83,11375217.63,10654277.41,27896681.57,30335370.23,27944921.31,5397548.12,233125772.14
Chicago,Cook County,22732,MT,2008,3,3914992.64,9305119.07,13353446.82,3924495.74,2276932.38,2135412.93,5913137.55,9349521.93,6013536.48,1177997.82,57364593.36
Chicago,Cook County,22732,HMR,2008,3,4451867.69,4110918.54,16378615.29,4895160.84,2834156.45,2678583.98,3369073.94,7542104.41,6638762.51,1343911.85,54243155.50
Chicago,Cook County,22732,CHMR,2008,3,6218021.96,5666472.23,22391574.75,6789520.90,3929310.00,3654430.66,4640195.14,10336927.71,8957862.37,1789226.00,74373541.72
Chicago,Cook County,22732,MPEA,2008,3,23302.90,439209.48,8033905.78,63802.00,,62.00,12726.00,226639.18,315740.16,23776.91,9139164.41
Chicago,Cook County,22732,RTA,2008,3,4000709.70,10784234.99,13336566.40,3915574.78,2290766.44,2134597.10,5917218.81,10147349.09,6093517.81,1198532.00,59819067.12
Chicago,Cook County,22732,SRTA,2008,3,890407.35,822536.18,3277550.67,980199.74,567965.53,532600.43,1392182.49,1516080.76,1392991.12,268727.26,11641241.53
Chicago,DuPage County,67,ST,2008,3,,3469.24,,,,,,159704.08,7520.68,1779.45,366328.78
Chicago,DuPage County,67,MT,2008,3,,1954.45,,,,,,32946.41,1706.20,364.77,75846.52
Chicago,DuPage County,67,HMR,2008,3,,867.14,,,,,,39925.25,1658.63,445.54,45104.15
Chicago,DuPage County,67,CST,2008,3,,173.44,,,,,,7985.10,376.04,88.99,18341.59
Chicago,DuPage County,67,RTA,2008,3,,1465.74,,,,,,24667.92,1278.14,281.92,59417.50
Chicago,Cook County,24613,ST,2008,4,21437491.83,15475391.73,59300099.11,20111282.88,11775476.24,9553568.08,21687759.90,29567972.59,23942513.11,5182748.46,218034303.93
Chicago,Cook County,24613,MT,2008,4,4666965.39,9534324.58,12051780.73,4022093.07,2364680.39,1916368.41,4600868.15,9339913.21,5236411.73,1142792.75,54876198.41
Chicago,Cook County,24613,HMR,2008,4,5358727.71,3883317.75,14781992.10,5020712.25,2938879.47,2387590.39,2658669.11,7340233.58,5710434.43,1292489.33,51373046.12
Chicago,Cook County,24613,CHMR,2008,4,7497958.52,5406591.84,20486630.68,6994629.74,4116315.69,3292467.65,3681320.53,10136044.57,7911836.42,1790581.57,71314377.21
Chicago,Cook County,24613,MPEA,2008,4,35095.44,411387.37,7254326.40,88507.95,,42.00,8388.00,217735.92,269490.60,15076.50,8300050.18
Chicago,Cook County,24613,RTA,2008,4,4761061.73,11131196.92,12070949.99,4017726.10,2374044.39,1914925.26,4610508.87,10162098.41,5334091.64,1167102.28,57543705.59
Chicago,Cook County,24613,SRTA,2008,4,1071764.34,773701.10,2959018.20,1004662.92,588639.92,477630.16,1079596.82,1477833.76,1198417.36,258602.74,10889867.32
Chicago,DuPage County,64,ST,2008,4,,2932.49,,,,,,66774.06,19818.17,1846.64,251913.53
Chicago,DuPage County,64,MT,2008,4,,1719.87,,,,,,14856.33,4073.57,377.16,53100.83
Chicago,DuPage County,64,HMR,2008,4,,732.59,,,,,,16692.93,4681.45,461.46,33971.84
Chicago,DuPage County,64,CST,2008,4,,146.59,,,,,,3338.65,990.87,92.32,12586.39
Chicago,DuPage County,64,RTA,2008,4,,1307.31,,,,,,11168.38,3054.32,282.97,39868.95
Chicago,Cook County,22542,ST,2009,1,15930152.44,14210465.29,51625933.12,14389878.14,9909664.76,7519461.71,21929091.65,25345979.61,19146866.33,4088421.89,184095914.94
Chicago,Cook County,22542,MT,2009,1,3569816.10,8799317.41,10499519.67,2881934.11,1989095.50,1507727.42,4650895.63,8397347.83,4213192.13,922517.34,47431363.14
Chicago,Cook County,22542,HMR,2009,1,3981751.53,3547850.34,12882094.28,3590175.29,2474077.79,1878767.70,2643365.71,6289642.04,4470831.51,1018089.16,42776645.35
Chicago,Cook County,22542,CHMR,2009,1,5533055.21,4908948.30,17877960.72,4990070.13,3434240.28,2594291.54,3606666.75,8706056.23,6163340.54,1378530.57,59193160.27
Chicago,Cook County,22542,MPEA,2009,1,12903.48,375622.07,5369224.40,51460.99,,34.00,5636.00,97503.98,179627.87,10096.68,6102109.47
Chicago,Cook County,22542,RTA,2009,1,3655548.59,10274303.32,10514950.32,2874905.66,1986520.01,1506191.78,4634969.08,9210879.02,4291235.05,937130.17,49886633.00
Chicago,Cook County,22542,SRTA,2009,1,796478.93,710102.93,2578626.32,718965.85,495550.74,375823.07,1092602.59,1265233.60,955950.56,204335.12,9193669.71
Chicago,DuPage County,60,ST,2009,1,,3719.33,,,,,,34241.70,10091.41,975.70,174534.10
Chicago,DuPage County,60,MT,2009,1,,1252.74,,,,,,8464.19,2187.21,196.75,37139.72
Chicago,DuPage County,60,HMR,2009,1,,929.64,,,,,,8559.49,2219.88,243.61,19074.76
Chicago,DuPage County,60,CST,2009,1,,185.91,,,,,,1712.05,504.57,48.77,8710.20
Chicago,DuPage County,60,RTA,2009,1,,939.45,,,,,,6346.17,1641.29,147.59,27767.37
Chicago,Cook County,21565,ST,2009,2,17062153.13,15478387.78,61585313.80,18007592.51,9588614.56,10787988.77,24430370.39,27357849.40,20788955.49,3919891.47,209007117.30
Chicago,Cook County,21565,MT,2009,2,3785644.12,8921792.64,12510394.87,3606323.15,1923645.64,2162892.88,5169915.63,8853158.03,4574401.19,858476.81,52366644.96
Chicago,Cook County,21565,HMR,2009,2,4264760.06,3867112.23,15368090.32,4494950.14,2390220.53,2695539.55,2952473.68,6797860.05,4831600.73,944625.25,48607232.54
Chicago,Cook County,21565,CHMR,2009,2,5966724.06,5395269.44,21459223.14,6282022.00,3332141.75,3745354.61,4106964.49,9484275.46,6745471.18,1312428.59,67829874.72
Chicago,Cook County,21565,MPEA,2009,2,29261.34,413739.93,7454202.06,89547.65,68.00,35.00,12020.00,141278.29,290415.96,20155.78,8450724.01
Chicago,Cook County,21565,RTA,2009,2,3878771.19,10370101.34,12549953.60,3604185.05,1921007.56,2163588.35,5182190.90,9690658.54,4667238.08,885684.50,54913379.11
Chicago,Cook County,21565,SRTA,2009,2,852980.75,773648.29,3075647.61,899740.69,479287.66,539191.71,1217999.47,1366278.17,1037484.66,189244.45,10431503.46
Chicago,DuPage County,59,ST,2009,2,,1865.91,,,,,,58163.21,14043.76,1532.23,270970.81
Chicago,DuPage County,59,MT,2009,2,,983.04,,,,,,13395.73,2928.98,375.98,56745.67
Chicago,DuPage County,59,HMR,2009,2,,466.40,,,,,,14540.28,3285.00,382.93,34966.71
Chicago,DuPage County,59,CST,2009,2,,93.34,,,,,,2908.16,702.24,76.64,13545.38
Chicago,DuPage County,59,RTA,2009,2,,737.25,,,,,,9947.73,2196.76,282.17,42460.88
Chicago,Cook County,21664,ST,2009,3,17083146.52,15966932.20,62734348.25,17677140.54,9744032.58,9596660.27,24531930.83,29513914.71,21146697.26,4329727.18,212324530.34
Chicago,Cook County,21664,MT,2009,3,3768211.33,8972378.24,12741801.70,3546478.48,1955633.39,1924423.04,5257388.24,9225182.40,4656802.72,937748.30,52986047.84
Chicago,Cook County,21664,HMR,2009,3,4270877.72,3987953.68,15656677.90,4417425.07,2428580.47,2398591.16,3091424.51,7347888.85,4996490.66,1063050.45,49658960.47
Chicago,Cook County,21664,CHMR,2009,3,5978374.89,5571597.49,21835647.04,6176369.66,3389031.39,3338607.63,4288785.17,10213784.59,6955062.10,1485798.00,69233057.96
Chicago,Cook County,21664,MPEA,2009,3,20725.47,446245.97,7326470.18,66121.44,,,12744.00,184429.80,276993.21,17866.02,8351596.09
Chicago,Cook County,21664,RTA,2009,3,3856040.13,10413093.79,12767576.49,3547888.95,1954306.22,1925599.89,5283215.89,10043128.34,4745117.82,963055.91,55499023.43
Chicago,Cook County,21664,SRTA,2009,3,854182.95,797991.37,3134349.46,883659.53,487047.98,479763.99,1224264.00,1472888.74,1056537.14,212621.11,10603306.27
Chicago,DuPage County,58,ST,2009,3,,,,,,,,28886.20,20966.55,-11400.51,163891.41
Chicago,DuPage County,58,MT,2009,3,,,,,,,,7394.05,4319.60,-2270.64,35142.53
Chicago,DuPage County,58,HMR,2009,3,,,,,,,,7220.76,5241.37,-2657.17,29112.59
Chicago,DuPage County,58,CST,2009,3,,,,,,,,1444.25,1048.33,-570.06,8194.42
Chicago,DuPage County,58,RTA,2009,3,,,,,,,,5543.99,3239.72,-467.39,27583.49
Chicago,Cook County,24266,ST,2009,4,22496265.51,16263558.97,57398186.68,19891881.35,11382062.72,8680993.32,22458158.78,30182974.17,19589676.30,4303391.82,212647149.62
Chicago,Cook County,24266,MT,2009,4,4849822.33,9183905.78,11699645.10,3991660.27,2287025.70,1744231.46,4752472.61,9436130.83,4351911.44,980332.30,53277137.82
Chicago,Cook County,24266,HMR,2009,4,5623500.59,4064747.79,14326178.46,4971875.76,2841321.72,2169784.31,3098979.33,7523457.45,4604437.08,1074809.45,50299091.94
Chicago,Cook County,24266,CHMR,2009,4,7871693.54,5678657.72,20021136.03,6956331.77,3965980.42,3023071.43,4262262.85,10521503.12,6486303.16,1495931.64,70282871.68
Chicago,Cook County,24266,MPEA,2009,4,34301.44,477743.94,7093043.75,73355.94,,,8899.48,203047.58,285972.15,15870.12,8192234.40
Chicago,Cook County,24266,RTA,2009,4,4937035.22,10665008.09,11737210.66,3993424.56,2287370.59,1746022.46,4737950.88,10283370.69,4461402.88,1007979.93,55856775.96
Chicago,Cook County,24266,SRTA,2009,4,1124761.50,813011.39,2868412.63,994616.25,568890.29,433995.24,1121572.90,1509015.36,978899.58,215042.48,10628217.62
Chicago,DuPage County,58,ST,2009,4,,354.22,,,,,,31183.89,11158.39,604.35,99008.05
Chicago,DuPage County,58,MT,2009,4,,724.31,,,,,,7827.01,2333.84,129.30,22155.88
Chicago,DuPage County,58,HMR,2009,4,,88.55,,,,,,7709.07,2789.33,151.00,18891.57
Chicago,DuPage County,58,CST,2009,4,,17.69,,,,,,1541.86,557.89,30.18,4932.96
Chicago,DuPage County,58,RTA,2009,4,,543.27,,,,,,5870.19,1750.30,96.93,16947.56
Chicago,Cook County,23278,ST,2010,1,16130775.52,15135648.75,52789221.28,15837948.38,9153894.74,7081286.14,25032674.99,25964155.75,18136118.61,3386483.06,188648207.22
Chicago,Cook County,23278,MT,2010,1,3576972.87,8480266.08,10752458.34,3179365.67,1838560.82,1419783.48,5279105.81,8227771.78,4025989.56,780863.45,47561137.86
Chicago,Cook County,23278,HMR,2010,1,4031286.66,3775962.01,13168751.04,3957479.91,2285105.73,1778680.09,3312644.10,6457273.77,4161465.68,845916.06,43774565.05
